,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Google Translator,Easwaran - Google,Gandhi - Google,Purohit - Google
274,12,14,"O Supreme Personality of Godhead, Lord of the universe, O Lord of the universe, You know Yourself, O Supreme Personality of Godhead.  ॥","The Gāyatrī Sāma and the Gāyatrī are the same as the Gāyatrī mantra, and the month of Margaśīrṣa is the month of Mārgaśīrṣa. .","  There, within the body of the God of gods, Arjuna saw all the manifold forms of the universe united as one. ","  Therefore arise, Arjuna; conquer your enemies and enjoy the glory of sovereignty. I have already slain all these warriors; you will only be my instrument. ",0.42413205,0.15032786,0.502331
275,12,15,Please explain to me the entire universe with all the splendors of self-realized souls by which you pervade these worlds.  ॥,I am the effulgence of the effulgence of the effulgence of those who are deceived by the gambling I am the victory I am the determination I am the mode of goodness among the virtuous .," Filled with amazement, his hair standing on end in ecstasy, he bowed before the Lord with joined palms and spoke these words. ","  Bhishma, Drona, Jayadratha, Karna, and many others are already slain. Kill those whom I have killed. Do not hesitate. Fight in this battle and you will conquer your enemies. ",0.1855255,0.25503397,0.14941032
276,12,16,"O Lord, how can I meditate on You, who are always contemplating You, O Lord? You are to be contemplated by me, O Supreme Personality of Godhead. .","Among the Vṛṣṇis, I am Vāsudeva among the Pāṇḍavas, and among the sages among the sages I am Vyāsa, and among the poets I am Vyāsa. .","  ARJUNA  O Lord, I see within your body all the gods and every kind of living creature. I see Brahma, the Creator, seated on a lotus; I see the ancient sages and the celestial serpents. ","  SANJAYA:  Having heard these words, Arjuna trembled in fear. With joined palms he bowed before Krishna and addressed him stammering. ",0.32431042,0.3377506,0.5434831
277,12,17,"O Lord Janārdana, please explain to me more of myself in detail, for I am very much pleased with me.  ॥",I am punishment for those who control the punishment of those who desire to conquer among the secrets I am the knowledge of the secrets .,"  I see infinite mouths and arms, stomachs and eyes, and you are embodied in every form. I see you everywhere, without beginning, middle, or end. You are the Lord of all creation, and the cosmos is your body. ","  ARJUNA:  O Krishna, it is right that the world delights and rejoices in your praise, that all the saints and sages bow down to you and all evil flees before you to the far corners of the universe. ",0.49174768,0.21791483,0.3454755
278,12,18,"O best of the Kurus, I shall now explain to you the divine opulences of my own self-realized souls. I shall now explain to you in detail. .","O Arjuna, I am the seed of all living entities, O Arjuna, and without Me, all moving and nonmoving beings exist. .","  You wear a crown and carry a mace and discus; your radiance is blinding and immeasurable. I see you, who are so difficult to behold, shining like a fiery sun blazing in every direction. ","  How could they not worship you, O Lord? You are the eternal spirit, who existed before Brahma the Creator and who will never cease to be. Lord of the gods, you are the abode of the universe. Changeless, you are what is and what is not, and beyond the duality of existence and nonexistence. ",0.39397374,0.3285421,0.26786795
279,12,19,"O Gudakesha, I am the Self, and I am situated in the hearts of all living beings. I am the beginning, the middle and the end of all living entities.  ॥","O destroyer of enemies, I have described the details of the glories of the Supreme Personality of Godhead.  ॥","  You are the supreme, changeless Reality, the one thing to be known. You are the refuge of all creation, the immortal spirit, the eternal guardian of eternal dharma. ","  You are the first among the gods, the timeless spirit, the resting place of all beings. You are the knower and the thing which is known. You are the final home; with your infinite form you pervade the cosmos. ",0.6846301,0.58417493,0.79421043
280,12,20,Among the suns I am Lord Viṣṇu among the luminaries among the luminaries among the suns I am Marichi among the Maruts among the constellations I am the moon  ॥,Please understand that whatever is glorious or opulent or powerful is born of My effulgence. .,"  You are without beginning, middle, or end; you touch everything with your infinite power. The sun and moon are your eyes, and your mouth is fire; your radiance warms the cosmos. ","  You are Vayu, god of wind; Yama, god of death; Agni, god of fire; Varuna, god of water. You are the moon and the creator Prajapati, and the great-grandfather of all creatures. I bow before you and salute you again and again. ",0.52906215,0.30138254,0.45396397
281,15,1,"  O Lord, your presence fills the heavens and the earth and reaches in every direction. I see the three worlds trembling before this vision of your wonderful and terrible form. ",  You are behind me and in front of me; I bow to you on every side. Your power is immeasurable. You pervade everything; you are everything. ,"  Behold, O Arjuna, my forms divine in their hundreds and thousands,  infinitely diverse, infinitely various in color and aspect.   ","  As I see Your mouths with fearful jaws, resembling the Fire of Doom, I lose  all sense of direction, and find no relief. Be gracious, O Krishna, O Krishna!   ",0.5530216,0.42603788,0.44106063
282,15,2,"  The gods enter your being, some calling out and greeting you in fear. Great saints sing your glory, praying, May all be well! ","  Sometimes, because we were friends, I rashly said, Oh, Krishna! Say, friend!  casual, careless remarks. Whatever I may have said lightly, whether we were playing or resting, alone or in company, sitting together or eating, ","  Behold the Adityas, the Vasus, the Rudras, the two Ashwins, the Maruts;  behold, O Arjuna, numerous marvels never revealed before.   ","  All the sons of Dhritarashtra, and with them the crowd of kings, Bhishma,  Drona, and that Karna too, as also our chief warriors—   ",0.19474447,0.15926018,0.5078087
283,15,3,"  The multitudes of gods, demigods, and demons are all overwhelmed by the sight of you. "," if it was disrespectful, forgive me for it, O Krishna. I did not know the greatness of your nature, unchanging and imperishable. ","  Behold today, O Arjuna, in my body, the whole universe, moving and  unmoving, all in one, and whatever else you craves to see.   ","  Are hastening into the fearful jaws of Your terrible mouths. Some indeed,  caught between Your teeth, are seen, their heads being crushed to atoms.   ",0.43718377,0.19618654,0.31766337
284,15,4," O mighty Lord, at the sight of your myriad eyes and mouths, arms and legs, stomachs and fearful teeth, I and the entire universe shake in terror. ","  You are the father of the universe, of the animate and the inanimate; you are the object of all worship, the greatest guru. There is none to equal you in the three worlds. Who can match your power? ",  But you can not see Me with these yours own eyes. I give you the eye  divine; behold My sovereign power!  Sanjaya Said:   ,"  As rivers, in their numerous torrents, run head-long to the sea, even so the  heroes of the world of men rush into Your flaming mouths.   ",0.36186647,0.27390695,0.1916466
285,15,5,"  O Vishnu, I can see your eyes shining; with open mouth, you glitter in an array of colors, and your body touches the sky. I look at you and my heart trembles; I have lost all courage and all peace of mind. "," O gracious Lord, I prostrate myself before you and ask for your blessing. As a father forgives his son, or a friend a friend, or a lover his beloved, so should you forgive me. ","  With these words, O King, the great Lord of Yoga, Krishna, then revealed to  Arjuna His supreme form as Supreme Being.   ","  As moths, fast-flying, plunge into blazing fire, straight to their doom, even  so these rush headlong into Your mouths, to their destruction.   ",0.29305354,0.15860271,0.14547482
286,15,6,"  When I see your mouths with their fearful teeth, mouths burning like the fires at the end of time, I forget where I am and I have no place to go. O Lord, you are the support of the universe; have mercy on me! ","  I rejoice in seeing you as you have never been seen before, yet I am filled with fear by this vision of you as the abode of the universe. Please let me see you again as the shining God of gods. ","  With many mouths and many eyes, many wondrous aspects, many divine  ornaments, and many brandished weapons divine.   ","  Devouring all these from all sides, You laps them with Your flaming  tongues; Your fierce rays blaze forth, filling the whole universe with their lustre.   ",0.5835772,0.47328514,0.44913286
287,15,7,"  I see all the sons of Dhritarashtra; I see Bhishma, Drona, and Karna; I see our warriors and all the kings who are here to fight. "," Though you are the embodiment of all creation, let me see you again not with a thousand arms but with four, carrying the mace and discus and wearing a crown. ","  Wearing divine garlands and vestments, annointed with divine perfumes, it  was the form of God, all-marvellous [sic], infinite, seen everywhere.   ","  Tell me, Lord, who You are so dread of form! Hail to You, O Krishna! Be  gracious! I desire to know You, Primal Lord; for I comprehend not what You  do.  The Lord Said:   ",0.37871638,0.40270042,0.44943178
288,15,8, All are rushing into your awful jaws; I see some of them crushed by your teeth. ,"  KRISHNA:  Arjuna, through my grace you have been united with me and received this vision of my radiant, universal form, without beginning or end, which no one else has ever seen. ",  Were the splendour of a thousand suns to shoot forth all at once in the sky  that might perchance resemble the splendour of that Mighty One.   ,"  Doom am I, full-ripe, dealing death to the worlds, engaged in devouring  mankind. Even without slaying them not one of the warriors, ranged for battle  against you, shall survive.   ",0.31842446,0.24694532,0.2705901
289,15,9," As rivers flow into the ocean, all the warriors of this world are passing into your fiery jaws; ","  Not by knowledge of the Vedas, nor sacrifice, nor charity, nor rituals, nor even by severe asceticism has any other mortal seen what you have seen, O heroic Arjuna. ",  Then did Arjuna see the whole universe in its manifold divisions gathered  as one in the body of that God of gods.   ,"  Therefore, do you arise, and win renown! Defeat your foes and enjoy a  thriving kingdom. By Me have these already been destroyed; be you no more  than an instrument, O Arjuna!   ",0.5031849,0.5546232,0.41125292
290,15,10, all creatures rush to their destruction like moths into a flame. ,  Do not be troubled; do not fear my terrible form. Let your heart be satisfied and your fears dispelled in looking at me as I was before. ,"  Then Arjuna, wonderstruck and thrilled in every fibre of his being,  bowed low his head before the Lord, addressing Him thus with folded hands.  Arjuna Said:   ","  Drona, Bhishma, Jayadratha and Karna, as also the other warrior  chiefs—already slain by Me—slay you! Fight! Victory is yours over the foes in  the field.  Sanjaya Said:   ",0.30705357,0.21686679,0.4223441
291,15,11,"  You lap the worlds into your burning mouths and swallow them. Filled with your terrible radiance, O Vishnu, the whole of creation bursts into flames. ","  SANJAYA:  Having spoken these words, the Lord once again assumed the gentle form of Krishna and consoled his devotee, who had been so afraid. ","  With Your form, O Lord, I see all the gods and the diverse multitudes of  beings, the Lord Brahma, on his lotus-throne and all the seers and serpents  divine.   ","  Hearing this world of Krishna, crown-wearer Arjuna folded his hands, and  trembling made obeisance. Bowing and all hesitant, in faltering accents, he  proceeded to address Krishna once more.  Arjuna Said:   ",0.33297485,0.66952956,0.3940623
292,15,12,"  Tell me who you are, O Lord of terrible form. I bow before you; have mercy! I want to know who you are, you who existed before all creation. Your nature and workings confound me. "," ARJUNA:  O Krishna, now that I have seen your gentle human form my mind is again composed and returned to normal. ","  With many arms and bellies, mouths and eyes, I see Your infinite form  everywhere. Neither Your end, nor middle, nor beginning, do I see, O Lord of  the Universe, Universal-formed!   ","  Right proper it is, O Krishna, that Your praise should stir the world to  gladness and tender emotion; the Rakshasas in fear fly to every quarter and all  the hosts of Siddhas do reverent homage.   ",0.31955165,0.50208676,0.38276118
293,15,13,"  KRISHNA:  I am time, the destroyer of all; I have come to consume the world. Even without your participation, all the warriors gathered here will die. ",  KRISHNA:  It is extremely difficult to obtain the vision you have had; even the gods long always to see me in this aspect. ,"  With crown and mace and disc, a mass of effulgence, gleaming everywhere I  see You, so dazzling to the sight, bright with the splendour of the fiery sun  blazing from all sides,—incomprehensible.   ","  And why should they not bow down to You, O great soul? You are the  First Creator, greater even than Brahma. O the endless one, O Krishna, O Krishna,  You are the Imperishable, Being, not-Being, and That which transcends even  these.   ",0.55036753,0.46831712,0.26768214
294,15,14,"  Therefore arise, Arjuna; conquer your enemies and enjoy the glory of sovereignty. I have already slain all these warriors; you will only be my instrument. "," Neither knowledge of the Vedas, nor austerity, nor charity, nor sacrifice can bring the vision you have seen. ","  You are the Supreme Imperishable worthy to be known; You are the final  resting place of this universe; You are the changeless guardian of the Eternal  Dharma; You are, I believe, the Everlasting Being.   ","  You are the Primal God, the Ancient Being; You are the Final Resting Place  of this Universe; You are the Knower, the ‘to-be-known', the Supreme Abode;  by You, O Myriad-formed, is the universe pervaded.   ",0.42291266,0.2835573,0.72713745
295,15,15,"  Bhishma, Drona, Jayadratha, Karna, and many others are already slain. Kill those whom I have killed. Do not hesitate. Fight in this battle and you will conquer your enemies. "," But through unfailing devotion, Arjuna, you can know me, see me, and attain union with me. ","  You have no beginning, middle nor end; infinite is Your might; arms  innumerable; for eyes, the sun and the moon; Your mouth a blazing fire,  overpowering the universe with Your radiance.   ","  You are Vayu, Yama, Agni, Varuna, Shashanka, Prajapati, and  Prapitamaha! All Hail to You, a thousand times all hail! Again and yet again all  hail to You!   ",0.47602785,0.4899034,0.31712133
296,15,16,"  SANJAYA:  Having heard these words, Arjuna trembled in fear. With joined palms he bowed before Krishna and addressed him stammering. "," Those who make me the supreme goal of all their work and act without selfish attachment, who devote themselves to me completely and are free from ill will for any creature, enter into me.  ","  By You alone are filled the spaces between heaven and earth and all the  quarters; at the sight of this Your wondrous terrible form, the three worlds are  sore oppressed, O great-souled!   ","  All hail to You from before and behind! all hail to You from every side, O  All; Your prowess is infinite, Your might is measureless! You hold all;  therefore You are all.   ",0.26607147,0.45189005,0.57212937
297,15,17,"  ARJUNA:  O Krishna, it is right that the world delights and rejoices in your praise, that all the saints and sages bow down to you and all evil flees before you to the far corners of the universe. ","  Out of Your grace towards me, you have told me the supreme mystery  revealing the knowledge of the Supreme; it has banished my delusion.   ","  Here, too, the multitudes of gods are seen to enter You; some awe-struck  praise You with folded arms; the hosts of great seers and siddhas, ‘All Hail' on  their lips, hymn You with songs of praise.   ","  If ever in carelessness, thinking of You as comrade, I addressed You  saying, ‘O Krishna!', ‘O Yadava!' not knowing Your greatness, in negligence or in  affection,   ",0.63555014,0.25356036,0.38686195
298,15,18,"  How could they not worship you, O Lord? You are the eternal spirit, who existed before Brahma the Creator and who will never cease to be. Lord of the gods, you are the abode of the universe. Changeless, you are what is and what is not, and beyond the duality of existence and nonexistence. ","  Of the origin and destruction of beings I have heard from You in full detail,  as also Your imperishable ajesty [sic], O Kamala-patraksha!   ","  The Rudras, Adityas, Vasus, Sadhyas, all the gods, the twin Ashwins,  Maruts, Manes, the hosts of Gandharvas, Yakshas, Asuras and Siddhas—all  gaze on You in wonderment.     ","  If ever I have been rude to You in jest, whilst at play, at rest-time, or at  meals, whilst alone or in company, O Krishna, forgive You my fault—I beg of  You, O Incomprehensible!   ",0.28684914,0.38331395,0.36215588
299,15,19,"  You are the first among the gods, the timeless spirit, the resting place of all beings. You are the knower and the thing which is known. You are the final home; with your infinite form you pervade the cosmos. ","  You are indeed as You have described Yourself, Supreme lord! I do crave to  behold, now, that form of Yours as Supreme Being.   ","  At the sight of your mighty form, O Arjuna, many-mouthed, with eyes,  arms, thighs and feet innumerable, with many vast bellies, terrible with many  jaws, the worlds feel fearfully oppressed, and so do I.   ","  You are Father of this world, of the moving and the un-moving; you are its  adored, its worthiest, Master; there is none equal to You; how then any greater  than You? Your power is matchless in the three worlds.   ",0.63832486,0.47299477,0.4359351
300,15,20,"  You are Vayu, god of wind; Yama, god of death; Agni, god of fire; Varuna, god of water. You are the moon and the creator Prajapati, and the great-grandfather of all creatures. I bow before you and salute you again and again. ","  If, Lord, you thinks it possible for me to bear the sight, reveal to me, O  Krishna, Your imperishable form.  The Lord Said:   ","  For as I behold You touching the sky, glowing, numerous-hued with  gaping mouths and wide resplendent eyes, I feel oppressed in my innermost  being; no peace nor quiet I find, O Vishnu!   ","  Therefore, I prostrate myself before You, and beseech Your grace, O Lord  adorable! As father with son, as comrade with comrade, so should You bear,  beloved Lord, with me, Your loved one.   ",0.24719872,0.37086254,0.36661783
301,16,1,"  As I see Your mouths with fearful jaws, resembling the Fire of Doom, I lose  all sense of direction, and find no relief. Be gracious, O Krishna, O Krishna!   ","  Be you neither oppressed nor bewildered to look on this awful form of  Mine. Banish your fear, ease your mind, and lo! behold Me once again as I was.  Sanjaya Said.   "," Imperishable are You, the Sole One worthy to be known, the priceless Treasure-house of the universe, the immortal Guardian of the Life Eternal, the Spirit Everlasting. "," Whatever insult I have offered to You in jest, in sport or in repose, in conversation or at the banquet, alone or in a multitude, I ask Your forgiveness for them all, O You Who are without an equal! ",0.43939894,0.3463754,0.2767356
302,16,2,"  All the sons of Dhritarashtra, and with them the crowd of kings, Bhishma,  Drona, and that Karna too, as also our chief warriors—   ","  So said Krishna to Arjuna, and revealed to him once more His original  form. Wearing again His form benign, the great soul consoled him terrified.  Arjuna Said.   "," Without beginning, without middle and without end, infinite in power, Yours arms allembracing, the sun and moon Yours eyes, Your face beaming with the fire of sacrifice, flooding the whole universe with light. "," For You are the Father of all things movable and immovable, the Worshipful, the Master of Masters! In all the worlds there is none equal to You, how then superior, O You who stand alone, Supreme. ",0.2931394,0.34335518,0.5359911
303,16,3,"  Are hastening into the fearful jaws of Your terrible mouths. Some indeed,  caught between Your teeth, are seen, their heads being crushed to atoms.   ",  Beholding again your benign human form I am come to myself and once  more in my normal state.  The Lord Said:   ," Alone you fill all the quarters of the sky, earth and heaven, and the regions between. O Almighty Lord! Seeing Your marvellous and awe-inspiring Form, the spheres tremble with fear. "," Therefore I prostrate myself before You, O Lord! Most Adorable! I salute You, I ask Your blessing. Only You can be trusted to bear with me, as father to son, as friend to friend, as lover to his beloved. ",0.24973935,0.5610584,0.40745437
304,16,4,"  As rivers, in their numerous torrents, run head-long to the sea, even so the  heroes of the world of men rush into Your flaming mouths.   ",  Very hard to behold is that form of Mine which you have seen; even the  gods always yearn to see it.   ," The troops of celestial beings enter into You, some invoking You in fear, with folded palms; the Great Seers and Adepts sing hymns to Your Glory, saying `All Hail.’ "," I rejoice that I have seen what never man saw before; yet, O Lord! I am overwhelmed with fear. Please take again the Form I know. Be merciful, O Lord! you Who are the Home of the whole universe. ",0.29793048,0.5559881,0.5900196
305,16,5,"  As moths, fast-flying, plunge into blazing fire, straight to their doom, even  so these rush headlong into Your mouths, to their destruction.   ","  Not by the Vedas, not by penance, nor by gifts, nor yet by sacrifice, can any  behold Me in the form that you have seen.   "," The Vital Forces, the Major stars, Fire, Earth, Air, Sky, Sun, Heaven, Moon and Planets; the Angels, the Guardians of the Universe, the divine Healers, the Winds, the Fathers, the Heavenly Singers; and hosts of Mammon-worshippers, demons as well as saints, are amazed. "," I long to see You as you were before, with the crown, the sceptre and the discus in Your hands; in Your other Form, with Your four hands, O You Whose arms are countless and Whose forms are infinite. ",0.32087913,0.50258815,0.4284131
306,16,6,"  Devouring all these from all sides, You laps them with Your flaming  tongues; Your fierce rays blaze forth, filling the whole universe with their lustre.   ","  But by single-minded devotion, O Arjuna, I may in this form be known and  seen, and truly entered into, O Arjuna!   "," Seeing Your stupendous Form, O Most Mighty, with its myriad faces, its innumerable eyes and limbs and terrible jaws, I myself and all the worlds are overwhelmed with awe. "," Lord Shri Krishna replied: My beloved friend! It is only through My grace and power that you have been able to see this vision of splendour, the Universal, the Infinite, the Original. Never has it been seen by any but you. ",0.4555961,0.52395374,0.5711647
307,16,7,"  Tell me, Lord, who You are so dread of form! Hail to You, O Krishna! Be  gracious! I desire to know You, Primal Lord; for I comprehend not what You  do.  The Lord Said:   ","  He alone comes to me, O Arjuna, who does My work, who has made Me  his goal, who is My devotee, who has renounced attachment, who has ill-will  toward none. "," When I see You, touching the Heavens, glowing with colour, with open mouth and wide open fiery eyes, I am terrified. O My Lord! My courage and peace of mind desert me. "," Not by study of the scriptures, not by sacrifice or gift, not by ritual or rigorous austerity, is it possible for man on earth to see what you have seen, O you foremost hero of the Kuruclan! ",0.3473019,0.39897275,0.3991968
308,16,8,"  Doom am I, full-ripe, dealing death to the worlds, engaged in devouring  mankind. Even without slaying them not one of the warriors, ranged for battle  against you, shall survive.   ","“Arjuna said: My Lord! Your words concerning the Supreme Secret of Self, given for my blessing, have dispelled the illusions which surrounded me. "," When I see Your mouths with their fearful jaws like glowing fires at the dissolution of creation, I lose all sense of place; I find no rest. Be merciful, O Lord in whom this universe abides! "," Be not afraid or bewildered by the terrible vision. Put away your fear and, with joyful mind, see Me once again in My usual Form.” ",0.28982592,0.46267673,0.5671701
309,16,9,"  Therefore, do you arise, and win renown! Defeat your foes and enjoy a  thriving kingdom. By Me have these already been destroyed; be you no more  than an instrument, O Arjuna!   "," O Lord, whose eyes are like the lotus petal! You have described in detail the origin and the dissolution of being, and Yours own Eternal Majesty. "," All these sons of Dhritarashtra, with the hosts of princes, Bheeshma, Drona and Karna, as well as the other warrior chiefs belonging to our side; "," Sanjaya continued: “Having thus spoken to Arjuna, Lord Shri Krishna showed Himself again in His accustomed form; and the Mighty Lord, in gentle tones, softly consoled him who lately trembled with fear. ",0.43617642,0.3083849,0.22804156
310,16,10,"  Drona, Bhishma, Jayadratha and Karna, as also the other warrior  chiefs—already slain by Me—slay you! Fight! Victory is yours over the foes in  the field.  Sanjaya Said:   "," I believe all as You have declared it. I long now to have a vision of your Divine Form, O You Most High! "," I see them all rushing headlong into Your mouths, with terrible tusks, horrible to behold. Some are mangled between your jaws, with their heads crushed to atoms. "," Arjuna said: Seeing You in Your gentle human form, my Lord, I am myself again, calm once more. ",0.42409366,0.2830636,0.2126036
311,16,11,"  Hearing this world of Krishna, crown-wearer Arjuna folded his hands, and  trembling made obeisance. Bowing and all hesitant, in faltering accents, he  proceeded to address Krishna once more.  Arjuna Said:   "," If You think that it can be made possible for me to see it, show me, O Lord of Lords, Yours own Eternal Self. "," As rivers in flood surge furiously to the ocean, so these heroes, the greatest among men, fling themselves into Your flaming mouths. ", Lord Shri Krishna replied: It is hard to see this vision of Me that you have seen. Even the most powerful have longed for it in vain. ,0.5451373,0.51857495,0.3044128
312,16,12,"  Right proper it is, O Krishna, that Your praise should stir the world to  gladness and tender emotion; the Rakshasas in fear fly to every quarter and all  the hosts of Siddhas do reverent homage.   "," Lord Shri Krishna replied: Behold, O Arjuna! My celestial forms, by hundred and thousands, various in kind, in colour and in shape. "," As moths fly impetuously to the flame only to be killed, so these men rush into Your mouths to court their own destruction. "," Not by study of the scriptures, or by austerities, not by gifts or sacrifices, is it possible to see Me as you have done. ",0.2599916,0.25868803,0.24105829
313,16,13,"  And why should they not bow down to You, O great soul? You are the  First Creator, greater even than Brahma. O the endless one, O Krishna, O Krishna,  You are the Imperishable, Being, not-Being, and That which transcends even  these.   "," Behold you the Powers of Nature: fire, earth, wind and sky; the sun, the heavens, the moon, the stars; all forces of vitality and of healing; and the roving winds. See the myriad wonders revealed to none but you. "," You seem to swallow up the worlds, to lap them in flame. Your glory fills the universe. Your fierce rays beat down upon it irresistibly. "," Only by tireless devotion can I be seen and known; only thus can a man become one with Me, O Arjuna! ",0.513305,0.4358631,0.5075191
314,16,14,"  You are the Primal God, the Ancient Being; You are the Final Resting Place  of this Universe; You are the Knower, the ‘to-be-known', the Supreme Abode;  by You, O Myriad-formed, is the universe pervaded.   "," Here in Me living as one, O Arjuna, behold the whole universe, movable and immovable, and anything else that you would see! "," Tell me then who You are, that wear this dreadful Form? I bow before You, O Mighty One! Have mercy, I pray, and let me see You as You were at first. I do not know what You intend. "," He whose every action is done for My sake, to whom I am the final goal, who loves Me only and hates no one – O My dearest son, only he can realize Me!” ",0.5222113,0.38910398,0.34170294
315,16,15,"  You are Vayu, Yama, Agni, Varuna, Shashanka, Prajapati, and  Prapitamaha! All Hail to You, a thousand times all hail! Again and yet again all  hail to You!   "," Yet since with mortal eyes you can not see Me, lo! I give you the Divine Sight. See now the glory of My Sovereignty.” "," Lord Shri Krishna replied: I have shown myself to you as the Destroyer who lays waste the world and whose purpose is destruction. In spite of your efforts, all these warriors gathered for battle shall not escape death. ","Arjuna said: For the mercy of Me, the supreme secret is called the spiritual world.  ॥",0.33515596,0.41764432,0.45624918
316,16,16,"  All hail to You from before and behind! all hail to You from every side, O  All; Your prowess is infinite, Your might is measureless! You hold all;  therefore You are all.   "," Sanjaya continued: “Having thus spoken, O King, the Lord Shri Krishna, the Almighty Prince of Wisdom, showed to Arjuna the Supreme Form of the Great God. "," Then gird up your loins and conquer. Subdue your foes and enjoy the kingdom in prosperity. I have already doomed them. Be you my instrument, Arjuna! ",I have heard in detail about the living entities of all living entities. I have also explained the inexhaustible glories of the lotus-eyed Lord.  ॥,0.4507259,0.42065808,0.36719346
317,16,17,"  If ever in carelessness, thinking of You as comrade, I addressed You  saying, ‘O Krishna!', ‘O Yadava!' not knowing Your greatness, in negligence or in  affection,   "," There were countless eyes and mouths, and mystic forms innumerable, with shining ornaments and flaming celestial weapons. "," Drona and Bheeshma, Jayadratha and Karna, and other brave warriors – I have condemned them all. Destroy them; fight and fear not. Your foes shall be crushed.” ","O Supreme Personality of Godhead, O Supreme Personality of Godhead, I wish to see Your transcendental form as You have thus described You.  ॥",0.32939574,0.35799795,0.23164698
318,16,18,"  If ever I have been rude to You in jest, whilst at play, at rest-time, or at  meals, whilst alone or in company, O Krishna, forgive You my fault—I beg of  You, O Incomprehensible!   "," Crowned with heavenly garlands, clothed in shining garments, anointed with divine unctions, He showed Himself as the Resplendent One, Marvellous, Boundless, Omnipresent. "," Sanjaya continued: “Having heard these words from the Lord Shri Krishna, the Prince Arjuna, with folded hands trembling, prostrated himself and with choking voice, bowing down again and again, and overwhelmed with awe, once more addressed the Lord. ","If you think that I can see that I can see it, O lord of yoga, please show me the inexhaustible Self. .",0.2593789,0.31627712,0.32182682
319,16,19,"  You are Father of this world, of the moving and the un-moving; you are its  adored, its worthiest, Master; there is none equal to You; how then any greater  than You? Your power is matchless in the three worlds.   ", Could a thousand suns blaze forth together it would be but a faint reflection of the radiance of the Lord God. , Arjuna said: My Lord! It is natural that the world revels and rejoices when it sings the praises of Your glory; the demons fly in fear and the saints offer You their salutations. ,"The Supreme Personality of Godhead said: O son of Pṛthā, please see Me in hundreds of thousands of forms of various kinds.  ॥",0.3280661,0.35662055,0.36000663
320,16,20,"  Therefore, I prostrate myself before You, and beseech Your grace, O Lord  adorable! As father with son, as comrade with comrade, so should You bear,  beloved Lord, with me, Your loved one.   "," In that vision Arjuna saw the universe, with its manifold shapes, all embraced in One, its Supreme Lord. "," How should they do otherwise? O You Most Supreme Self, greater than the Powers of creation, the First Cause, Infinite, the Lord of Lords, the Home of the universe, Imperishable, Being and Not-Being, yet transcending both. ","O descendant of Bharata behold the suns, Vasus, Rudras, Aśvinī-kumāras and the Maruts, and many other things I have never seen before.  ॥",0.20536333,0.48828548,0.20561376
321,16,21,"  I am filled with joy to see what never was seen before, and yet my heart is  oppressed with fear. Show me that original form of Yours, O Lord! Be gracious,  Krishna, O Krishna!    "," Thereupon Arjuna, dumb with awe, his hair on end, his head bowed, his hands clasped in salutation, addressed the Lord thus: "," You are the Primal God, the Ancient, the Supreme Abode of this universe, the Knower, the Knowledge and the Final Home. You fill everything. Your form is infinite. ","O Lord of Gudakesha, please see the entire universe in this world, moving and unmoving in this world.  ॥",0.5340736,0.39895838,0.46262172
322,16,22,"  I crave to see You even as You were, with crown, with mace, and disc in  hand; wear You, once more, that four-armed form, O thousand-armed  Krishna!  The Lord Said:   "," Arjuna said: O almighty God! I see in You the powers of Nature, the various creatures of the world, the Progenitor on his lotus throne, the Sages and the shining angels. "," You are the Wind, You are Death, You are the Fire, the Water, the Moon, the Father and the Grandfather. Honour and glory to You a thousand and a thousand times! Again and again, salutation be to You, O my Lord! ",You cannot see Me alone with your own eyes. I give you divine eyes. Please see my divine yoga.  ॥,0.44097656,0.5437465,0.39902264
323,16,23,"  It is to favour you, O Arjuna, that I have revealed to you, by My own  unique power, this My form Supreme, Resplendent, Universal, Infinite,  Primal—which none save you has ever seen.   "," I see You, infinite in form, with, as it were, faces, eyes and limbs everywhere; no beginning, no middle, no end; O You Lord of the Universe, Whose Form is universal! "," Salutations to You in front and on every side, You who encompasseth me round about. Your power is infinite; Your majesty immeasurable; you uphold all things; yea,Thou Yourself are All. ","Having thus spoken to him, O King, Lord Hari, the lord of the great yogas, addressed Arjuna in the supreme form of the Supreme Personality of Godhead. .",0.710906,0.41958803,0.43058997
324,16,24,"  Not by the study of the Vedas, not by sacrifice, not by the study of other  scriptures, not by gifts, nor yet by performance of rites or of fierce austerities  can I, in such a form, be seen by any one save you in the world of men, O  Arjuna!   "," I see you with the crown, the sceptre and the discus; a blaze of splendour. Scarce can I gaze on you, so radiant you are, glowing like the blazing fire, brilliant as the sun, immeasurable. "," Whatever I have said unto You in rashness, taking You only for a friend and addressing You as `O Krishna! O Yadava! O Friend!’ in thoughtless familiarity, no understanding Your greatness; ",The eyes of many speeches were several.,0.19424403,0.34188378,0.1399762
325,17,1," Whatever insult I have offered to You in jest, in sport or in repose, in conversation or at the banquet, alone or in a multitude, I ask Your forgiveness for them all, O You Who are without an equal! ","Arjuna said: O Lord, I shall now see all the demigods in Your body and all the hosts of living beings in Your body.  ॥","You are the father of all living entities, and the spiritual master of all living entities is equal to You. There is none equal to You, and there is none equal to You. .","  They are detached, pure, efficient, impartial, never anxious, selfless in all their undertakings; they are my devotees, very dear to me. ",0.19581336,0.23650637,0.31405008
